genres_position0,genres_position1,genres_position2,genres_freq,production_companies_position0,production_companies_position1,production_companies_freq,director_position0,director_freq
Action,Thriller,Crime,18,others,others,1,Williamkaufman,2
Documentary,no option,no option,106,others,others,1,Shannonservice,1
Drama,Music,no option,16,others,others,1,Lin-manuelmiranda,1
Action,Thriller,Crime,2,others,others,1,Martinowen,2
Comedy,Romance,no option,47,others,others,133,Galtniederhoffer,1
Documentary,History,no option,4,others,others,2,Dineshdsouza,3
Fantasy,Adventure,Family,3,WaltDisneyPictures,others,1,Robertzemeckis,5
Thriller,no option,no option,32,others,others,1,Kensanzel,1
Thriller,no option,no option,32,others,others,1,Chrisstokes,2
Action,no option,no option,18,others,others,133,Izzytraub,1
Thriller,Horror,no option,24,others,others,1,Mattybeckerman,1
Comedy,no option,no option,138,others,others,1,Nathanadolfson,1
Drama,Mystery,Thriller,4,others,others,133,Mariaallred,1
Thriller,Crime,no option,6,others,others,1,Danielroby,1
Documentary,no option,no option,106,others,others,133,Deanhamer,1
Thriller,Mystery,Horror,1,others,others,1,Adamrandall,1
Drama,no option,no option,226,others,others,1,Danisraely,1
Horror,no option,no option,50,others,others,1,Russellowen,1
Documentary,no option,no option,106,others,others,1,Stevejones,1
Crime,Thriller,no option,20,others,others,1,Amariaholson,1
Music,Drama,no option,12,others,others,4,Ronyuan,1
Drama,Music,History,5,others,others,1,Liesltommy,1
Animation,Family,Comedy,3,others,others,1,Matthewa.cherry,1
Documentary,Family,no option,3,others,others,1,Anastasiyapopova,1
Horror,no option,no option,50,others,others,1,Davefranco,1
ScienceFiction,Action,Drama,1,others,others,1,Lillyheartmarriott,1
Action,Thriller,no option,42,others,others,1,Rennyharlin,4
Horror,Thriller,no option,78,others,others,1,Joeymoran,1
Comedy,Drama,no option,79,others,others,1,Juddapatow,3
Comedy,no option,no option,138,others,others,133,Josiahdavidwarren,1
Crime,Thriller,no option,20,others,others,1,Tillerrussell,1
War,Action,Adventure,1,others,others,1,Maxmartini,1
Comedy,ScienceFiction,no option,4,others,others,1,Janekambros,1
Horror,Thriller,no option,78,others,others,1,Billychasegoforth,1
Drama,Thriller,no option,38,others,others,1,Eddiemensore,1
Documentary,no option,no option,106,others,others,133,Tomburke,1
ScienceFiction,Action,no option,8,others,others,1,Liamodonnell,2
Action,Crime,no option,13,others,others,1,Andrewjones,1
Crime,Drama,Action,1,others,others,1,Sethsavoy,1
Comedy,Drama,no option,79,others,others,1,Giacoppola,2
Animation,Fantasy,Drama,1,others,others,1,Guillermodeltoro,5
Crime,Drama,no option,15,others,others,1,Nathaniellezra,1
Action,Crime,Drama,1,others,others,133,Tonywash,1
Documentary,History,War,1,others,others,1,Robertagrossman,2
Action,Crime,Drama,4,others,others,133,Brianericjohnson,1
Action,Thriller,no option,42,others,others,1,Gigigaston,1
Fantasy,Romance,ScienceFiction,1,others,others,1,Kentuckeraudley,1
Family,no option,no option,2,others,others,1,Christysummerhays,1
no option,no option,no option,13,others,others,133,Andreizincã,1
Action,Thriller,Crime,2,others,others,1,Edwarddrake,2
Action,Thriller,no option,42,others,others,1,Davidhackl,2
Documentary,no option,no option,106,others,others,1,Volodymyrmula,1
Horror,Thriller,no option,78,others,others,1,Williambrentbell,4
Action,Crime,Thriller,31,others,others,133,Nicholasjosephcunha,1
Action,Crime,Thriller,31,others,others,1,Asifakbar,1
Thriller,no option,no option,32,others,others,1,Luisprieto,2
Action,Crime,Thriller,31,others,others,1,Jessev.johnson,3
Horror,no option,no option,50,others,others,1,Alejandrohidalgo,1
Documentary,no option,no option,106,others,others,133,Jakegorst,1
Action,Crime,Thriller,31,others,others,1,Chuckrussell,2
Music,Documentary,no option,6,others,others,1,Jakeschreier,3
Romance,Comedy,no option,17,others,others,1,Mariusvaysberg,1
Comedy,no option,no option,138,others,others,1,Josephsquartzy,1
Action,Thriller,Crime,18,others,others,1,Martincampbell,3
Crime,Thriller,Drama,1,others,others,1,Johnswab,1
Documentary,Drama,no option,3,others,others,133,Ninamenkes,1
Drama,no option,no option,226,others,others,133,Pedrobrenner,1
Drama,no option,no option,226,others,others,133,Isabeldelrosal,1
Thriller,no option,no option,32,others,others,1,Stevensoderbergh,8
Action,Thriller,no option,42,others,others,1,Sophiabanks,1
Documentary,no option,no option,106,others,others,133,Richardreens,1
Action,Thriller,Drama,4,others,others,1,Richardhughes,1
Mystery,no option,no option,1,others,others,1,Adamrehmeier,1
Documentary,Music,no option,11,others,others,1,Jesselauter,1
Western,Action,Thriller,1,others,others,1,Michaelpolish,4
Horror,no option,no option,50,others,others,133,Andrzejsekula,1
Action,Thriller,Crime,18,others,others,1,Wesmiller,1
Crime,Drama,Thriller,18,others,others,1,Johnpattonford,1
Drama,History,no option,36,others,others,1,Chinonyechukwu,1
Thriller,Crime,Drama,10,others,others,1,Annagutto,1
Documentary,no option,no option,106,others,others,1,Kevinshaw,1
Documentary,Music,no option,11,others,others,1,Ridoyanulhoq,1
Comedy,no option,no option,138,others,others,1,Stephenfigueiredo,1
ScienceFiction,Comedy,no option,1,others,others,1,Rileystearns,1
Action,Horror,Thriller,1,others,others,1,Mauroborrelli,1
Music,Mystery,Thriller,1,others,others,133,Derekahonen,1
Action,Crime,no option,13,others,others,1,Andrewlawrence,1
Documentary,no option,no option,106,others,others,1,Joshuabone,1
Action,Thriller,no option,42,others,others,1,Matteskandari,1
Comedy,ScienceFiction,no option,4,others,others,1,Luiscarloshueck,1
Action,no option,no option,18,others,others,1,Dolphlundgren,1
Crime,Thriller,Comedy,1,others,others,1,Janellshirtcliff,1
Documentary,Music,no option,11,others,others,1,Tamarasaviano,1
Comedy,Thriller,ScienceFiction,1,others,others,1,Ilyatankshilov,1
ScienceFiction,Thriller,Mystery,1,others,others,1,Andrewbaird,2
Romance,Drama,no option,25,others,others,1,Tonystopperan,1
Comedy,Drama,no option,79,others,others,133,Tiagodurão,1
Drama,no option,no option,226,others,others,1,Johnleguizamo,1
Drama,no option,no option,226,others,others,1,Bastiangünther,1
Horror,no option,no option,50,others,others,1,Waymonboone,1
Crime,Drama,Thriller,18,others,others,1,Lylemitchellcorbinejr.,1
Comedy,Action,Horror,1,others,others,1,Travisirvine,1
Drama,Comedy,no option,40,others,others,1,Levankoguashvili,1
Comedy,Crime,no option,14,others,others,1,Georgegallo,1
Animation,Family,Music,1,others,others,1,Byeonhee-sun,1
Drama,no option,no option,226,others,others,1,Michaelmailer,2
Documentary,History,no option,4,others,others,1,Billmorrison,1
Family,Fantasy,Adventure,3,others,others,1,Brianskiba,2
Documentary,no option,no option,106,others,others,2,Chrispatterson,2
Drama,no option,no option,226,others,others,1,Hannuaukia,1
Romance,Thriller,no option,2,others,others,1,Jameshelsing,1
Comedy,Drama,Romance,32,others,others,1,Aaronfisher,1
Animation,Adventure,Family,5,others,others,1,Vladlenbarbe,1
Comedy,no option,no option,138,others,others,1,Kevinsmith,5
Horror,no option,no option,50,others,others,1,Ashleyhamilton,1
Drama,no option,no option,226,others,others,1,Eddiehuang,1
Action,Crime,Thriller,31,others,others,1,Kylerankin,1
Comedy,Crime,no option,14,others,others,1,Arongaudet,1
Action,Thriller,no option,42,others,others,1,Tariksaleh,1
Action,Horror,no option,3,others,others,1,Joebegos,2
Crime,Drama,no option,15,others,others,1,Nateparker,2
Action,Crime,no option,13,others,others,133,Yorkalecshackleton,1
Action,Crime,Thriller,31,others,others,1,Michaelpolish,4
Documentary,no option,no option,106,others,others,133,Michellechenmiao,1
Action,no option,no option,18,others,others,1,Danielzirilli,2
Crime,Thriller,Drama,1,others,others,1,Aaronharvey,3
Horror,no option,no option,50,others,others,1,Josephkelly,1
Documentary,no option,no option,106,others,others,133,Paultaublieb,1
Documentary,no option,no option,106,others,others,1,Rogerhinze,1
Action,Comedy,Fantasy,2,others,others,1,Eshomnelms,1
Comedy,Crime,Thriller,1,others,others,1,Jblakeson,2
Documentary,no option,no option,106,others,others,1,Vinceclemente,1
Crime,Thriller,no option,20,others,others,1,Andrewbaird,2
Horror,Thriller,no option,78,others,others,1,Timothywoodwardjr.,3
Documentary,no option,no option,106,others,others,133,Tomhurwitz,1
Comedy,Crime,Drama,5,others,others,1,Dougliman,5
Action,Mystery,Thriller,1,others,others,1,Randallemmett,2
Action,Animation,Comedy,1,others,others,133,Jeremyschaefer,1
Family,Comedy,Action,2,others,others,4,Seanmcnamara,2
Action,Thriller,no option,42,others,others,1,Anthonyrusso,5
Comedy,Crime,Mystery,1,others,others,1,Gregmottola,3
Horror,Thriller,Romance,2,others,others,1,Jamesnguyen,1
Comedy,Romance,no option,47,others,others,1,Chrisriedell,1
Horror,Action,no option,2,others,others,1,Jasontoler,1
Drama,War,no option,10,others,others,1,Jimmykeyrouz,1
Romance,Drama,no option,25,others,others,1,Lancehool,1
Family,Animation,Fantasy,1,others,others,1,Jorgenklubien,1
Horror,Thriller,no option,78,others,others,1,Kurtwimmer,1
