genres_position0,genres_position1,genres_position2,genres_freq,production_companies_position0,production_companies_position1,production_companies_freq,director_position0,director_freq
Action,Comedy,no option,14,others,others,1,Patrickhughes,3
Drama,no option,no option,226,others,others,1,Craiggillespie,5
Action,Crime,Drama,1,others,others,1,Peterberg,5
Family,Comedy,Animation,1,others,others,1,Nickpark,1
Family,Animation,no option,2,others,others,1,Kyungholee,2
Action,Adventure,Crime,2,others,others,1,Justinlin,4
Animation,Comedy,Family,1,others,others,1,Tonycervone,1
Comedy,no option,no option,138,others,others,1,Joshgordon,2
Western,Drama,History,1,others,others,1,Scottcooper,4
Action,Adventure,Comedy,7,others,others,1,Davidleitch,4
Action,Comedy,Adventure,2,others,others,1,Davidleitch,4
Drama,Crime,Thriller,5,others,others,1,Colintrevorrow,4
Action,Animation,Crime,1,others,others,1,Samliu,3
Animation,Adventure,Family,5,others,others,1,Willgluck,4
Adventure,Comedy,Fantasy,1,AmblinEntertainment,others,1,Lassehallström,4
Horror,Thriller,no option,78,others,others,1,M.nightshyamalan,5
Drama,History,no option,36,others,others,1,Theodoremelfi,2
Drama,Horror,Mystery,3,others,others,1,Darrenaronofsky,3
Comedy,Horror,Action,1,others,others,1,Linoeding,1
Comedy,Horror,no option,17,others,others,2,Tylerperry,9
Family,Animation,Comedy,1,others,others,1,Malcolmd.lee,6
Action,Thriller,no option,42,others,others,1,Martincampbell,3
Animation,Family,Comedy,3,others,others,1,Tonyleondis,1
Comedy,Horror,no option,17,others,others,1,Deontaylor,5
Horror,ScienceFiction,Thriller,1,others,others,1,Lukescott,1
Drama,no option,no option,226,others,others,1,Barryjenkins,2
Drama,no option,no option,226,others,others,1,Pablolarraín,2
ScienceFiction,Drama,Mystery,1,others,others,1,Clairedenis,1
Comedy,Drama,no option,79,others,others,1,Kellyfremoncraig,1
Comedy,no option,no option,138,others,others,1,Jonlucas,4
Thriller,Mystery,Comedy,1,others,others,1,Mattjohnson,1
Thriller,Drama,no option,18,others,others,1,Johnmadden,3
Romance,Comedy,Drama,11,others,others,2,Eleanorcoppola,1
Adventure,Action,Thriller,4,others,others,1,Ottobathurst,1
Drama,Comedy,Thriller,1,others,others,1,Yorgoslanthimos,1
ScienceFiction,Action,no option,8,LegendaryPictures,others,1,Michaeldougherty,2
Action,Comedy,no option,14,others,others,1,Jonathanlevine,5
Thriller,Drama,Mystery,2,others,others,1,Shintaroshimosawa,1
Crime,Thriller,no option,20,others,others,1,Tomasalfredson,2
Comedy,Drama,no option,79,others,others,1,Jamesfranco,6
Horror,Thriller,no option,78,others,others,1,Johannesroberts,4
Drama,no option,no option,226,others,others,1,Jimjarmusch,1
Animation,Family,Fantasy,1,others,others,1,Johnstevenson,1
Adventure,Action,Thriller,4,others,others,1,Caryjojifukunaga,2
History,Drama,no option,8,DreamWorksPictures,others,1,Damienchazelle,5
Action,Drama,War,1,others,others,1,Robertzemeckis,5
Family,Comedy,no option,6,others,others,1,Stevecarr,1
Comedy,Romance,Drama,1,others,others,1,Johncarney,2
Comedy,Drama,History,2,others,others,1,Jonathandayton,2
Drama,no option,no option,226,others,others,1,Terencedavies,1
Animation,Action,Adventure,1,others,others,1,Chrisbailey,1
Romance,Adventure,ScienceFiction,1,others,others,1,Peterchelsom,1
Animation,Family,Adventure,5,others,others,1,Carlossaldanha,3
Drama,Crime,no option,10,others,others,1,Robertfontaine,1
Drama,History,no option,36,others,others,1,Clinteastwood,8
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Peytonreed,2
Action,Drama,no option,55,others,others,1,Josephkosinski,3
Fantasy,Horror,Thriller,1,others,others,1,Lucaguadagnino,3
Horror,Action,no option,2,others,others,1,Stantonbarrett,1
Animation,Family,Comedy,2,others,others,1,Yarrowcheney,1
Action,Crime,Drama,12,others,others,133,Treynelson,1
Crime,Drama,no option,15,others,others,1,Martinmcdonagh,2
Thriller,Mystery,no option,3,others,others,1,Danielalfredson,1
Drama,Action,History,2,others,others,1,Jamesmangold,3
Music,Comedy,Action,1,others,others,1,Glennberggoetz,3
Drama,no option,no option,226,others,others,1,Annaroseholmer,1
Drama,no option,no option,226,others,others,1,Jeffnichols,4
Drama,Comedy,Crime,4,others,others,3,Tylerperry,9
Comedy,Romance,Fantasy,1,others,others,1,Jonathandayton,2
ScienceFiction,Action,Adventure,11,MarvelStudios,others,22,Peytonreed,2
Drama,Fantasy,Thriller,1,others,others,1,Neiljordan,1
Fantasy,Adventure,Action,1,WaltDisneyPictures,others,2,Robertstromberg,1
Action,Adventure,Fantasy,19,MarvelEntertainment,others,1,Marcwebb,3
Horror,Thriller,no option,78,others,others,133,Jasonstoddard,1
Adventure,Action,ScienceFiction,8,others,others,3,Francislawrence,5
Documentary,Music,no option,11,others,others,1,Dancutforth,1
Drama,Thriller,no option,38,others,others,1,Ralphfiennes,1
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Anthonyrusso,5
Horror,Thriller,no option,78,others,others,1,Stuartbeattie,1
Comedy,no option,no option,138,others,others,1,Bobbyfarrelly,3
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Josswhedon,2
ScienceFiction,Action,Adventure,1,others,others,1,Jonathanliebesman,3
Drama,no option,no option,226,others,DreamWorksPictures,1,Alexkurtzman,2
Thriller,Crime,Drama,10,others,others,1,Allenhughes,1
Thriller,Drama,History,1,others,others,1,Kathrynbigelow,2
Crime,Drama,Thriller,18,others,others,1,Stefanruzowitzky,1
Action,no option,no option,18,others,others,1,Rza,2
Thriller,ScienceFiction,Drama,1,others,others,1,Jonathanglazer,1
Drama,Crime,no option,10,others,others,1,Derekcianfrance,2
ScienceFiction,Action,no option,8,others,others,1,Josépadilha,1
Drama,Crime,no option,10,others,others,1,Sofiacoppola,2
Drama,Action,no option,20,others,others,1,Ronhoward,5
Comedy,Romance,no option,47,others,others,1,Sharonmaguire,1
Drama,no option,no option,226,others,others,1,Stephenelliott,1
Action,Thriller,Crime,2,others,others,2,Robcohen,3
Action,Thriller,Crime,18,others,others,1,Garethevans,2
Horror,Thriller,no option,78,others,others,1,Bradleyparker,1
Action,Comedy,no option,14,others,others,1,Tomvaughan,1
Action,Adventure,Crime,3,others,others,1,Erancreevy,2
Animation,Comedy,Family,8,others,others,4,Pierrecoffin,1
Comedy,Crime,Drama,5,others,others,1,Richardlinklater,5
Horror,Mystery,no option,9,others,others,1,Chriskentis,1
Horror,Thriller,no option,78,others,others,1,Jameswan,6
Thriller,Crime,Drama,1,others,others,1,Geoffreyfletcher,1
ScienceFiction,Action,Adventure,11,others,others,1,Michaelbay,6
Comedy,no option,no option,138,others,others,1,Katcoiro,2
Documentary,no option,no option,106,others,others,1,Léapool,1
Horror,Thriller,no option,78,others,others,1,Davidbrooks,1
Comedy,no option,no option,138,others,others,1,Juddapatow,3
Comedy,Romance,Drama,4,others,others,1,Julianfarino,1
Drama,Crime,History,4,others,others,1,Clinteastwood,8
Comedy,no option,no option,138,others,others,1,Andyfickman,3
Music,Drama,no option,12,others,others,1,Salimakil,2
Comedy,Drama,Romance,1,others,others,1,Lorenescafaria,3
Adventure,Drama,no option,7,others,others,1,Anglee,3
Drama,Romance,no option,53,others,others,1,Robertlorenz,2
Comedy,no option,no option,138,others,others,1,Elizabethbanks,3
Comedy,no option,no option,138,others,others,1,Justinzackham,1
Drama,Thriller,Mystery,1,others,others,1,Spikelee,3
Drama,no option,no option,226,others,others,1,Robertzemeckis,5
Drama,Thriller,no option,38,others,others,1,Zalbatmanglij,2
Drama,Thriller,no option,38,others,others,1,Bennettmiller,2
Comedy,Drama,no option,79,others,others,1,Seananders,5
ScienceFiction,Action,Thriller,4,others,others,1,Davidtwohy,1
ScienceFiction,Action,Thriller,2,others,others,1,Alantaylor,3
Drama,no option,no option,226,others,others,1,Timburton,5
Comedy,Crime,no option,14,others,others,1,Martinmcdonagh,2
Drama,Adventure,no option,2,others,others,1,Darrenaronofsky,3
Drama,Music,no option,16,others,others,1,Ethancoen,2
Drama,Horror,Thriller,4,others,others,1,Parkchan-wook,1
Crime,Drama,Comedy,3,others,others,1,Jons.baird,2
Music,Drama,Romance,3,others,others,2,Scottspeer,2
Drama,no option,no option,226,others,others,1,Richardlinklater,5
Drama,no option,no option,226,others,others,1,Stephenchbosky,3
Comedy,no option,no option,138,others,others,1,Lynnshelton,2
Comedy,Drama,no option,79,others,others,1,Jamesponsoldt,3
Music,Documentary,no option,6,others,others,1,Malikbendjelloul,1
Comedy,Romance,ScienceFiction,1,others,others,1,Colintrevorrow,4
ScienceFiction,Comedy,Drama,1,others,others,1,Jakeschreier,3
Drama,Comedy,no option,40,others,others,1,Stephenfrears,3
Comedy,Drama,no option,79,others,others,1,Jamietravis,1
Drama,Thriller,no option,38,others,others,1,Craigzobel,3
Drama,Fantasy,no option,7,others,others,1,Benhzeitlin,2
Comedy,Romance,no option,47,others,others,1,Leslyeheadland,1
Horror,Thriller,Mystery,13,others,others,1,Adamwingard,4
Drama,no option,no option,226,others,others,1,Andrewerwin,5
Adventure,Drama,no option,7,others,others,1,Waltersalles,1
Drama,Thriller,no option,38,others,others,1,Brianklugman,1
Comedy,Drama,Romance,32,others,others,1,Wesanderson,4
Drama,no option,no option,226,others,others,1,Avaduvernay,3
Drama,ScienceFiction,no option,6,others,others,1,Tomtykwer,2
Action,Thriller,Crime,18,others,others,1,Justinlin,4
Horror,no option,no option,50,others,others,1,Henryjoost,3
Animation,Adventure,Family,5,others,DreamWorksAnimation,1,Robminkoff,2
Fantasy,Action,Adventure,1,DreamWorksAnimation,others,1,Deandeblois,2
ScienceFiction,Action,Adventure,11,others,others,1,M.nightshyamalan,5
Drama,Comedy,Romance,10,others,others,1,Davidfrankel,3
History,Drama,no option,8,others,others,1,Tomhooper,3
Drama,Comedy,Romance,10,others,others,2,Davido.russell,5
Family,Animation,Comedy,4,others,WaltDisneyPictures,4,Richmoore,1
Comedy,no option,no option,138,others,others,1,Annefletcher,2
Crime,Drama,Action,1,others,others,1,Rubenfleischer,5
Comedy,no option,no option,138,others,others,1,Joshschwartz,1
Action,Crime,Thriller,31,others,others,1,Oliviermegaton,2
Horror,Comedy,Romance,1,others,others,1,Jonathanlevine,5
Comedy,Family,no option,8,others,others,1,Davidbowers,3
Crime,Drama,Western,1,others,others,1,Johnhillcoat,2
Comedy,Drama,no option,79,others,others,4,Patriciariggen,3
Drama,Comedy,no option,40,others,others,1,Jayduplass,1
Crime,Drama,Thriller,18,others,others,1,Oliverstone,2
Horror,Thriller,Mystery,13,others,others,1,Scottderrickson,4
Horror,Thriller,no option,78,others,others,1,Marktonderai,1
Thriller,Drama,Mystery,2,others,others,1,Leedaniels,2
Romance,Comedy,Drama,11,others,others,1,Woodyallen,8
Action,Comedy,Crime,12,others,others,1,Barrybattles,1
Family,Animation,Fantasy,1,DreamWorksAnimation,others,11,Peterramsey,1
Fantasy,Action,Adventure,1,others,LegendaryPictures,1,Bryansinger,4
Horror,Thriller,no option,78,others,others,133,Philippecaland,1
Comedy,Drama,Music,2,others,others,1,Adamshankman,2
Comedy,no option,no option,138,others,others,1,Louisc.k.,1
Animation,Family,Comedy,1,DreamWorksAnimation,others,11,Ericdarnell,2
Adventure,Drama,Thriller,2,others,others,1,J.a.bayona,3
ScienceFiction,Action,Adventure,11,others,others,1,Gavinhood,1
Drama,Comedy,Romance,10,others,others,1,Lisaazuelos,1
Comedy,Action,ScienceFiction,1,others,others,2,Akivaschaffer,3
Drama,Romance,War,1,others,others,1,Angelinajolie,3
Horror,Thriller,no option,78,others,others,1,Toddlincoln,1
Horror,no option,no option,50,others,others,1,Mattbettinelli-olpin,4
Adventure,Drama,Romance,2,others,others,1,Kenkwapis,2
Thriller,Horror,no option,24,others,others,1,Martinguigui,1
Mystery,Fantasy,Horror,1,others,others,2,Francisfordcoppola,1
Drama,Thriller,Crime,6,others,others,1,Nicolaswindingrefn,3
Comedy,no option,no option,138,others,others,1,Jayroach,3
Animation,Family,Adventure,4,others,others,1,Barrycook,1
Animation,Family,no option,8,DreamWorksAnimation,others,11,Davidsoren,2
Action,Thriller,Mystery,6,others,others,1,Mabroukelmechri,1
Fantasy,Family,Comedy,1,others,others,1,Rajagosnell,3
Drama,Comedy,no option,40,others,others,1,Stevensoderbergh,8
Horror,Thriller,no option,78,others,others,1,Olebornedal,1
Drama,Romance,no option,53,others,others,1,Scotthicks,1
Thriller,Action,Drama,1,others,others,1,Baltasarkormákur,5
Drama,no option,no option,226,others,others,1,Robepstein,1
Family,Animation,Adventure,4,others,others,3,Chrisbutler,2
Crime,Drama,Thriller,18,others,others,1,Davidayer,5
ScienceFiction,Fantasy,Action,1,others,others,1,Lanawachowski,2
ScienceFiction,Drama,Thriller,1,others,others,1,Joshtrank,3
Action,Adventure,History,1,others,others,1,Paulw.s.anderson,4
Horror,Thriller,no option,78,others,others,1,Johnluessenhop,1
ScienceFiction,Adventure,Action,4,others,others,1,Jamescameron,1
Action,Drama,no option,55,others,others,1,Keanureeves,1
Romance,Comedy,Drama,11,others,others,1,Kirkjones,2
Comedy,no option,no option,138,others,others,1,Larrycharles,1
Animation,Comedy,Family,5,others,others,4,Genndytartakovsky,3
Comedy,no option,no option,138,others,others,1,Bobbyfarrelly,3
Thriller,Horror,no option,24,others,others,1,Williambrentbell,4
Action,Adventure,ScienceFiction,31,others,others,1,Georgemiller,4
Action,Adventure,Fantasy,19,MarvelStudios,others,22,Alantaylor,3
Adventure,Family,Fantasy,5,others,others,1,Thorfreudenthal,2
Drama,History,no option,36,others,others,1,Stevemcqueen,2
Action,ScienceFiction,Adventure,1,others,others,1,Jamesmangold,3
Action,Adventure,Thriller,6,others,others,1,Simonwest,4
Drama,Romance,no option,53,others,others,1,Simoncurtis,3
Crime,Drama,Thriller,1,others,others,1,Christophermcquarrie,3
Action,Thriller,War,1,others,others,1,Mikemccoy,1
Thriller,Crime,no option,6,others,others,1,Louisleterrier,2
Thriller,no option,no option,32,others,others,1,Rodrigocortés,2
Crime,Drama,no option,15,others,others,1,Orenmoverman,1
Action,ScienceFiction,Adventure,1,others,others,1,Josephkosinski,3
Drama,Thriller,Action,1,others,others,1,Joecarnahan,3
Action,Drama,Thriller,11,others,others,1,Rogerdonaldson,2
Drama,Comedy,no option,40,others,others,1,Johnmadden,3
Drama,Comedy,Family,2,others,others,1,Cameroncrowe,2
Horror,no option,no option,50,others,others,1,Fredandrews,1
Drama,no option,no option,226,others,others,1,Deerees,2
Comedy,no option,no option,138,others,others,1,Davidfrankel,3
Drama,no option,no option,226,others,others,1,Rodrigogarcía,1
Animation,Family,no option,8,others,others,3,Chrisrenaud,3
Crime,Thriller,Drama,4,others,others,1,Williamfriedkin,1
Action,Drama,Crime,2,others,others,1,Michaelbrandt,1
History,Drama,no option,8,DreamWorksPictures,AmblinEntertainment,1,Stevenspielberg,9
Thriller,no option,no option,32,others,others,1,Erikvanlooy,1
Comedy,Romance,Drama,4,others,others,1,Edwardburns,1
Action,Adventure,Romance,1,others,others,1,Andrewniccol,3
Horror,Mystery,no option,9,others,others,1,Henryjoost,3
Drama,Romance,no option,53,others,others,1,Michaelsucsy,2
ScienceFiction,Adventure,Action,1,others,others,1,Jonm.chu,7
Adventure,Action,ScienceFiction,8,others,others,1,Bradpeyton,4
Drama,Action,Adventure,1,Lucasfilm,others,1,Anthonyhemingway,1
Action,Crime,Thriller,31,others,others,1,Boazyakin,2
Drama,Comedy,no option,40,others,others,1,Brianrobbins,1
Documentary,no option,no option,106,others,others,3,Alastairfothergill,2
Action,Fantasy,Horror,1,others,others,1,Timurbekmambetov,2
Drama,no option,no option,226,others,others,1,Alexkendrick,3
Comedy,Romance,no option,47,others,others,1,Nicholasstoller,5
Animation,Adventure,Family,2,others,others,1,Peterlord,1
Action,Drama,Horror,1,others,others,1,Marcforster,5
Comedy,Fantasy,no option,3,others,others,1,Sethmacfarlane,3
Comedy,no option,no option,138,others,others,1,Dennisdugan,3
Fantasy,Drama,Comedy,1,WaltDisneyPictures,others,2,Peterhedges,2
Drama,Thriller,no option,38,others,others,1,Lynneramsay,1
Action,Horror,ScienceFiction,5,others,others,1,Paulw.s.anderson,4
Action,Fantasy,Thriller,2,others,MarvelEntertainment,1,Markneveldine,2
Horror,Thriller,Comedy,2,others,others,1,Johngulager,1
Comedy,no option,no option,138,others,others,1,Jonhurwitz,1
Horror,Action,Thriller,2,others,others,1,Chrisgorak,1
ScienceFiction,Adventure,Mystery,1,others,others,1,Ridleyscott,8
Romance,Comedy,no option,17,others,others,2,Douglasmcgrath,1
Action,Crime,Drama,12,others,others,1,Mikegunther,1
Thriller,no option,no option,32,others,others,1,Joelschumacher,1
Crime,Thriller,Mystery,2,others,others,1,Jamesmcteigue,3
Action,Drama,Thriller,11,others,others,1,Stevensoderbergh,8
ScienceFiction,Adventure,Fantasy,1,others,others,3,Garyross,3
Action,Crime,Thriller,31,others,others,1,Walterhill,2
Comedy,no option,no option,138,others,others,1,Benpalmer,1
Mystery,Drama,Thriller,2,others,others,1,Jimsheridan,1
Drama,Music,Romance,3,others,others,1,Craigbrewer,1
Thriller,Crime,Drama,10,others,others,1,Arielvromen,2
Adventure,Fantasy,no option,1,LegendaryPictures,others,1,Sergeibodrov,1
Action,Adventure,Fantasy,19,LegendaryPictures,others,1,Duncanjones,2
Drama,Thriller,no option,38,others,others,1,Benaffleck,2
Drama,History,no option,36,others,others,1,Martinscorsese,4
Fantasy,Adventure,Family,3,others,WaltDisneyPictures,1,Samraimi,2
Thriller,Crime,Drama,2,others,others,1,Dannyboyle,2
Action,ScienceFiction,Adventure,8,others,LegendaryPictures,1,Guillermodeltoro,5
ScienceFiction,Action,Drama,2,others,others,1,Neillblomkamp,2
Drama,no option,no option,226,others,others,1,Paulthomasanderson,4
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Shaneblack,3
Drama,Western,no option,3,others,others,1,Quentintarantino,3
Animation,Comedy,Adventure,1,others,others,1,Calbrunker,3
Comedy,no option,no option,138,others,others,1,Tombrady,1
Music,Documentary,Family,2,others,others,1,Kevintancharoen,1
Comedy,Romance,no option,47,others,others,1,Timstory,6
Documentary,Drama,no option,3,others,others,1,Teganbukowski,1
Animation,Comedy,Family,8,others,others,1,Georgemiller,4
Thriller,Crime,Mystery,1,others,others,1,Davidfincher,3
Drama,Thriller,Mystery,2,others,others,1,Lancedaly,1
Comedy,Drama,no option,79,others,others,1,Alexanderpayne,3
Thriller,Horror,no option,24,others,others,1,Davidr.ellis,1
Comedy,no option,no option,138,others,others,1,Petersegal,3
Thriller,Drama,Horror,3,others,others,1,Jeffnichols,4
Drama,Thriller,Crime,6,others,others,1,Nicolaswindingrefn,3
Crime,Thriller,no option,20,others,others,1,Andrewdominik,1
Action,Comedy,Crime,12,others,others,1,Phillord,3
Drama,Action,Fantasy,1,others,others,1,Carlrinsch,1
Drama,no option,no option,226,others,others,1,Stephendaldry,1
Drama,Romance,no option,53,others,others,1,Bazluhrmann,2
Drama,Thriller,no option,38,others,others,1,Rodlurie,2
Action,ScienceFiction,Thriller,4,others,others,1,Lenwiseman,1
Comedy,Music,no option,5,WaltDisneyPictures,others,1,Jamesbobin,4
Drama,Thriller,no option,38,others,others,1,Matthewchapman,1
Comedy,Romance,no option,47,others,others,1,Markmylod,2
Thriller,Horror,Fantasy,1,others,others,1,Juancarlosfresnadillo,1
Comedy,Romance,no option,47,others,others,1,Garrymarshall,2
Drama,Family,no option,9,others,others,1,Charlesmartinsmith,3
Adventure,Comedy,Family,3,others,others,1,Tarsemsingh,3
Animation,Comedy,Family,8,others,others,1,Timburton,5
Comedy,Fantasy,no option,3,others,others,1,Timburton,5
Animation,Family,no option,8,Pixar,WaltDisneyPictures,7,Danscanlon,2
Action,Adventure,Comedy,7,others,others,1,Rubenfleischer,5
Animation,Adventure,Comedy,1,WaltDisneyPictures,Pixar,6,Markandrews,1
Mystery,Comedy,Crime,2,others,others,1,Robminkoff,2
Drama,History,Thriller,2,others,others,1,Rolandemmerich,6
Thriller,Action,Drama,1,others,others,1,Rupertwyatt,3
Thriller,Horror,Mystery,3,others,others,1,M.j.bassett,1
Horror,ScienceFiction,Mystery,2,others,others,1,Matthijsvanheijningenjr.,1
Action,Thriller,no option,42,others,others,1,Danbradley,1
Drama,Thriller,no option,38,others,others,1,Nicholasjarecki,1
Comedy,Drama,no option,79,others,others,1,Samlevinson,2
Drama,Romance,no option,53,others,others,1,Drakedoremus,3
Drama,no option,no option,226,others,others,1,Bennettmiller,2
Family,Comedy,no option,6,others,others,1,Davidbowers,3
Fantasy,Horror,Action,1,others,others,1,Tommywirkola,2
Comedy,Family,no option,8,others,others,1,Johnschultz,1
Animation,Family,Fantasy,1,SummertimeEntertainment,others,1,Willfinn,1
Comedy,Drama,no option,79,others,others,1,Jesseperetz,2
Action,Thriller,ScienceFiction,5,others,others,1,Rianjohnson,4
Thriller,Action,Mystery,2,others,others,1,Johnsingleton,1
Thriller,Adventure,Drama,1,others,others,1,Johnstockwell,3
Action,Comedy,Romance,2,others,others,1,Mcg,2
Action,Thriller,no option,42,others,others,1,Danielespinosa,4
Comedy,Romance,Drama,4,others,others,1,Tomhanks,1
Adventure,Comedy,Romance,1,others,others,1,Thomasbezucha,1
Action,Adventure,Crime,3,others,others,1,Jeffwadlow,3
Drama,Action,no option,20,others,others,1,Gavinoconnor,4
Fantasy,Comedy,Romance,1,others,others,1,Woodyallen,8
Comedy,Romance,no option,47,others,others,1,Dermotmulroney,1
Action,Comedy,no option,14,others,others,1,Brettratner,2
Comedy,Thriller,no option,1,others,others,1,Mattberman,1
Action,Drama,Romance,1,others,others,1,Evanglodell,1
Adventure,Fantasy,Drama,1,others,others,1,Rupertsanders,2
Adventure,Action,Crime,1,others,others,1,Guyritchie,6
Romance,Horror,Comedy,1,others,others,1,Burrsteers,1
Horror,Thriller,no option,78,others,others,1,Tiwest,4
Crime,Adventure,Action,1,others,others,1,Oliverparker,1
Comedy,Family,no option,8,others,others,1,Markwaters,3
Horror,Comedy,no option,8,others,DreamWorksPictures,1,Craiggillespie,5
Horror,ScienceFiction,Mystery,1,others,others,1,Orenpeli,1
Animation,Comedy,Adventure,4,others,others,6,Stevemartino,2
Documentary,Adventure,no option,1,others,others,3,Keithscholey,1
Comedy,no option,no option,138,others,others,1,Davidgordongreen,10
Action,Comedy,Thriller,4,others,others,1,Johnstockwell,3
Comedy,no option,no option,138,others,others,1,Nimanourizadeh,2
War,Drama,Action,2,others,AmblinEntertainment,1,Stevenspielberg,9
Action,Adventure,Western,1,WaltDisneyPictures,others,1,Goreverbinski,3
Fantasy,Adventure,no option,2,others,LegendaryPictures,1,Jonathanliebesman,3
Fantasy,Adventure,Action,3,others,others,1,Peterjackson,3
Comedy,Drama,no option,79,others,others,1,Jasonreitman,5
Comedy,no option,no option,138,others,others,1,Salimakil,2
Comedy,Animation,Family,2,others,others,1,Mikedisa,1
Drama,Thriller,ScienceFiction,1,others,others,1,Pauljohansson,1
Drama,no option,no option,226,others,others,1,Jimkohlberg,1
Action,Thriller,Adventure,2,others,others,1,Bradbird,3
Family,Comedy,Action,2,others,others,4,Robertrodriguez,3
Crime,Action,Thriller,8,others,others,1,Elliottlester,2
Drama,Romance,no option,53,others,others,1,Francislawrence,5
Horror,Mystery,no option,9,others,others,1,Stevenquale,3
Drama,Comedy,no option,40,others,others,1,Tommccarthy,3
Comedy,Romance,no option,47,others,others,1,Paulfeig,6
Drama,no option,no option,226,others,others,1,Chrisweitz,2
Comedy,no option,no option,138,others,others,1,Toddstrauss-schulson,2
Drama,ScienceFiction,no option,6,others,others,1,Mikecahill,2
Drama,Romance,Comedy,3,others,others,1,Mikemills,3
Horror,Mystery,Thriller,22,others,others,1,Victorsalva,1
Comedy,Fantasy,Family,1,others,others,1,Mikemitchell,3
Drama,no option,no option,226,others,others,1,Davidg.evans,2
Music,Documentary,Family,2,others,others,1,Jonm.chu,7
Action,Adventure,ScienceFiction,31,others,others,1,J.j.abrams,4
Action,Comedy,Crime,12,others,others,1,Julieannerobinson,1
Action,Drama,War,1,LegendaryPictures,others,1,Noammurro,1
Fantasy,Action,Horror,1,others,others,1,Månsmårlind,1
Adventure,Action,Thriller,4,others,others,1,Paulw.s.anderson,4
Comedy,no option,no option,138,others,others,1,Jakekasdan,4
Comedy,Thriller,Action,1,others,others,1,Georgeratliff,1
Thriller,Mystery,ScienceFiction,2,others,others,1,Neilburger,4
Drama,Romance,no option,53,others,others,1,Lonescherfig,1
Comedy,Romance,no option,47,WaltDisneyPictures,others,1,Joenussbaum,1
Comedy,Crime,no option,14,others,others,1,Sethgordon,3
Action,Thriller,Crime,18,others,others,1,Justinlin,4
Animation,Family,Adventure,4,others,WaltDisneyPictures,4,Stephenj.anderson,1
Comedy,Drama,no option,79,others,others,1,Tylerperry,9
Drama,Thriller,no option,38,others,others,133,Verafarmiga,1
Thriller,Drama,no option,18,others,others,1,J.c.chandor,3
Drama,no option,no option,226,others,others,1,Jodiefoster,2
Comedy,Drama,Romance,32,others,others,1,Michaeldowse,3
Comedy,Romance,no option,47,others,others,1,Davidwain,1
Comedy,Drama,Romance,32,others,others,4,Glennficarra,3
Adventure,Fantasy,Drama,1,others,others,1,Billcondon,6
Adventure,Fantasy,Romance,1,others,others,1,Billcondon,6
War,Drama,no option,5,others,others,1,Rennyharlin,4
Comedy,Romance,no option,47,others,others,1,Dennisdugan,3
Romance,Comedy,no option,17,others,others,1,Willgluck,4
Action,Thriller,Adventure,2,others,others,1,Joewright,5
Animation,Comedy,Family,8,others,others,4,Timhill,3
Horror,Thriller,ScienceFiction,2,others,others,1,Gonzalolópez-gallego,1
Crime,Drama,Thriller,18,others,others,1,Bradfurman,3
Adventure,Animation,Family,2,WaltDisneyPictures,others,1,Simonwells,1
Comedy,Drama,Romance,32,others,others,1,Angelgracia,1
Comedy,Crime,Mystery,3,others,others,1,Jaychandrasekhar,2
Drama,no option,no option,226,others,others,1,Tatetaylor,4
Thriller,Drama,Horror,3,others,others,1,Christiane.christiansen,2
Action,ScienceFiction,Thriller,1,DreamWorksPictures,others,1,Jonfavreau,4
Fantasy,Thriller,Horror,1,others,others,1,Catherinehardwicke,3
Action,ScienceFiction,Adventure,8,others,others,1,Matthewvaughn,4
Action,Thriller,ScienceFiction,5,others,others,1,Andrewniccol,3
Action,Adventure,ScienceFiction,31,WaltDisneyPictures,others,2,Andrewstanton,2
Action,Thriller,Crime,18,others,others,1,Asgerleth,1
Crime,Action,Thriller,8,others,others,1,Davidkoepp,2
Fantasy,Action,Comedy,1,others,others,1,Robertschwentke,4
Action,Adventure,ScienceFiction,31,others,others,1,Zacksnyder,6
Comedy,no option,no option,138,others,others,1,Daviddobkin,2
Animation,Adventure,Family,1,DreamWorksAnimation,others,11,Kirkdemicco,1
Drama,Thriller,Mystery,2,others,others,1,Tomasalfredson,2
Adventure,Drama,no option,7,others,others,1,Kevinmacdonald,1
Animation,Family,no option,8,DreamWorksAnimation,others,11,Jenniferyuhnelson,2
Adventure,Fantasy,Action,4,others,others,1,Peterjackson,3
Action,ScienceFiction,no option,3,others,others,1,Petetravis,1
ScienceFiction,Thriller,Drama,4,others,others,1,Alfonsocuarón,2
Action,Thriller,no option,42,others,others,1,Tonygilroy,1
Action,Crime,Drama,12,others,LegendaryPictures,1,Christophernolan,4
Comedy,Drama,Romance,32,others,others,1,Lukegreenfield,2
Action,Adventure,Thriller,6,others,others,1,Garymckendry,1
Horror,Action,Drama,1,others,LegendaryPictures,1,Garyshore,1
Animation,Family,Adventure,5,Pixar,WaltDisneyPictures,7,Johnlasseter,1
Comedy,Romance,no option,47,others,others,4,Jasonwiner,1
Crime,Action,Thriller,8,others,others,1,Jasoneisener,1
Comedy,Romance,no option,47,others,others,1,Bobbyfarrelly,3
Horror,Action,Thriller,4,others,others,1,Kevinsmith,5
